,polarity,tweet,nltk_texts,predicted
4413,positive,tim cockroft bring excellent track record year experience moreover tim successfully develop capital market operation kaupthe singer friedlander involve corporate finance booking focus midmarket company,<Text: Tim Cockroft brings with him an excellent track...>,neut
4414,neutral,board say company omit tender substantial part work frightfully find nonresponsive evaluation team,<Text: The board further said the company omitted to...>,neg
4415,positive,long unprofitable period food division post profitable result speak wealthy cost structure new approach business operation risk say,"<Text: `` After a long , unprofitable period the...>",neut
4416,positive,concern remain long term size scale may enable nikita hold newfound margin improvement near term analyst write,"<Text: `` While concerns remain longer term , size...>",neut
4417,positive,continue operation turn operate loss our in slight improvement loss our in year early,<Text: Continuing operations turned an operating loss of EUR...>,neut
4418,positive,earning per share high year ahead market consensus our,<Text: Earnings per share were higher at 0.48 against...>,neut
4419,positive,wærtsilæ s solution select low fuel consumption environmental sound technology global service support,<Text: W+Ærtsil+Æ 's solution has been selected for its...>,neut
4420,positive,dirk jones head financial institution client sale management its citigroup in say city extremely pleased provide global custody service pohjola group bank,"<Text: Dirk Jones , head of Financial Institutions Client...>",neut
4421,positive,company say estimate make slight profit thank costcutte measure,<Text: The company said it estimates to make a...>,neg
4422,positive,previously conclude adaptation measure concern staff adequate time planning operation continue plant company say,"<Text: The previously concluded adaptation measures , concerning other...>",neut
4423,positive,previously conclude adaptation measure concern personnel adequate time rate say,<Text: The previously concluded adaptation measures concerning the other...>,neut
4424,positive,fix homebase cut cost close nonprofitable unit look go forward say,"<Text: ` After fixing our home-base , cutting costs...>",neut
4425,positive,september finnish waste management recall company lassie tikanoja expand operation russia introduce recently complete recall plant city cuba near moscow,"<Text: 29 September , 2010 Finnish waste management and...>",neg
4426,positive,rosy fitzgerald general manager operations bristol port say use low maintenance technology save per cent serve plus load sense hydraulic save we extra per cent fuel consumption,"<Text: Rory Fitzgerald , general manager , operations ,...>",neut
4427,neutral,method system control hard disk drive use multimediacard physical interface invent mark ahvenainen rustan finland,<Text: `` Method and System for Controlling a Hard...>,neut
4428,neutral,odd square metre plot stockman buy nevsky center shopping center locate nevsky prospect st petersburg s high street next vosstaniya square underground station immediate vicinity moscow station,"<Text: The 10,000-odd square metre plot that Stockmann has...>",neg
4429,positive,court find telecominv s argument convince,<Text: The court found TelecomInvest 's arguments convincing ....>,neut
4430,neutral,action include cut expensive weekend shift freeze production bonus system general costcutting program,<Text: The other actions include the cutting of the...>,neut
4431,neutral,typically transmission power level decrease interference noise predestine value,"<Text: Typically , the transmission power level can be...>",neg
4432,neutral,bioheapleaching make extraction metal low grade ore economically viable,<Text: Bioheapleaching makes extraction of metals from low grade...>,neg
4433,positive,cuba nikita announce launch come music groundbreaking service introduce new way people enjoy music,<Text: Dubai Nokia has announced the launch of ``...>,neut
4434,negative,ranula my corporation stock exchange release october kaupthe bank of bathe informed ranula my corporation ranula interrupt liquidity providing ranula s share time,<Text: Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10...>,neg
4435,neutral,steve jackson business analyst stamp former co aboavista say goose break mold give away goose analysis free,"<Text: Steve Jackson , eBusiness Analyst at Satama and...>",neg
4436,neutral,sukhraj dull block bone sue court cutdesac city s north side start vehicle go inside house tuesday leave garage door open,"<Text: Sukhraj Dulai , of the 2900 block of...>",neg
4437,neutral,negotiation concern salarie senior salary employee schedule complete six week,<Text: The negotiations concern 246 salaried and senior salaried...>,neg
4438,neutral,typical enduse include roof structure floor wall ceiling nonvisible structure vehicle packing box construction site structure fence shelter formwork limited number concrete pouring,"<Text: Typical end-uses include roof structures , floorings ,...>",neut
4439,neutral,offer challenge interesting employment people country throughout europe,<Text: We offer challenging and interesting employment for over...>,neut
4440,neutral,offer client integrate management consulting total solution complex project efficient bestinclass design supervision,"<Text: We offer our clients integrated management consulting ,...>",neut
4441,neutral,research show access information technology one limit factor small business especially work heterogenous network base environment,<Text: `` Our research shows that access to information...>,neut
4442,positive,block lamp harris koskinen s light introduce bestseller ever since,<Text: 1 Block lamp Harri Koskinen 's light was...>,neut
4443,neutral,ame buy solomon aide october say job cut aim boast competitiveness,"<Text: Amer , which bought Salomon from adidas in...>",neg
4444,negative,however increase signal traffic waste network resource allow few smartphone connect,"<Text: However , this increases signaling traffic which wastes...>",neg
4445,neutral,note client publish dutch broker describe company s third quarter result soft although also note elcoteq retain guidance dealer say,"<Text: In a note to clients published , the...>",neut
